text,station,measurand,calculation,representation
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Eggenstein für die letzten 5 Jahre.",Eggenstein,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Eggenstein für die letzten 5 Jahre.",Eggenstein,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Eggenstein für die letzten 5 Jahre.",Eggenstein,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Eggenstein für die letzten 5 Jahre.",Eggenstein,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Eggenstein für die letzten 5 Jahre.",Eggenstein,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Eggenstein für die letzten 5 Jahre.",Eggenstein,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,o3,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW084 für die letzten 5 Jahre.",DEBW084,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Freiburg für die letzten 5 Jahre.",Freiburg,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Freiburg für die letzten 5 Jahre.",Freiburg,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Freiburg für die letzten 5 Jahre.",Freiburg,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Freiburg für die letzten 5 Jahre.",Freiburg,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Freiburg für die letzten 5 Jahre.",Freiburg,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW122 für die letzten 5 Jahre.",DEBW122,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Freiburg Schwarzwaldstraße für die letzten 5 Jahre.",Freiburg Schwarzwaldstraße,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW038 für die letzten 5 Jahre.",DEBW038,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW038 für die letzten 5 Jahre.",DEBW038,luqx,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW038 für die letzten 5 Jahre.",DEBW038,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW038 für die letzten 5 Jahre.",DEBW038,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW038 für die letzten 5 Jahre.",DEBW038,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW038 für die letzten 5 Jahre.",DEBW038,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Friedrichshafen für die letzten 5 Jahre.",Friedrichshafen,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW112 für die letzten 5 Jahre.",DEBW112,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,luqx,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Gärtringen für die letzten 5 Jahre.",Gärtringen,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,o3,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW009 für die letzten 5 Jahre.",DEBW009,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,o3,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Heidelberg für die letzten 5 Jahre.",Heidelberg,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von DEBW015 für die letzten 5 Jahre.",DEBW015,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Heilbronn für die letzten 5 Jahre.",Heilbronn,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW152 für die letzten 5 Jahre.",DEBW152,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,no2,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,o3,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Heilbronn Weinsberger Straße-Ost für die letzten 5 Jahre.",Heilbronn Weinsberger Straße-Ost,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,luqx,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW081 für die letzten 5 Jahre.",DEBW081,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Karlsruhe-Nordwest für die letzten 5 Jahre.",Karlsruhe-Nordwest,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Karlsruhe-Nordwest für die letzten 5 Jahre.",Karlsruhe-Nordwest,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von Karlsruhe-Nordwest für die letzten 5 Jahre.",Karlsruhe-Nordwest,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von Karlsruhe-Nordwest für die letzten 5 Jahre.",Karlsruhe-Nordwest,o3,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Karlsruhe-Nordwest für die letzten 5 Jahre.",Karlsruhe-Nordwest,Ozon,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Karlsruhe-Nordwest für die letzten 5 Jahre.",Karlsruhe-Nordwest,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,no2,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Stickstoffdioxid Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,Stickstoffdioxid,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,o3,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der o3 Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,o3,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von DEBW080 für die letzten 5 Jahre.",DEBW080,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der luqx Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,luqx,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Luftqualitätsindex Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,no2,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Ozon Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,Ozon,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,pm10,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Karlsruhe Reinhold-Frank-Straße für die letzten 5 Jahre.",Karlsruhe Reinhold-Frank-Straße,pm25k,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der no2 Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,no2,Durchschnitt,Liste
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,o3,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der Ozon Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,Ozon,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von DEBW022 für die letzten 5 Jahre.",DEBW022,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Luftqualitätsindex Werte von Kehl für die letzten 5 Jahre.",Kehl,Luftqualitätsindex,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der no2 Werte von Kehl für die letzten 5 Jahre.",Kehl,no2,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von Kehl für die letzten 5 Jahre.",Kehl,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm10 Werte von Kehl für die letzten 5 Jahre.",Kehl,pm10,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm10 Werte von Kehl für die letzten 5 Jahre.",Kehl,pm10,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der pm25k Werte von Kehl für die letzten 5 Jahre.",Kehl,pm25k,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der pm25k Werte von Kehl für die letzten 5 Jahre.",Kehl,pm25k,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der luqx Werte von DEBW052 für die letzten 5 Jahre.",DEBW052,luqx,Durchschnitt,Tabelle
"Erstelle mir eine Liste für den Durchschnitt der Stickstoffdioxid Werte von DEBW052 für die letzten 5 Jahre.",DEBW052,Stickstoffdioxid,Durchschnitt,Liste
"Erstelle mir eine Tabelle für den Durchschnitt der o3 Werte von DEBW052 für die letzten 5 Jahre.",DEBW052,o3,Durchschnitt,Tabelle
